wallet_address,chain,pnl_30d,realized_pnl_30d,unrealized_pnl_30d,win_rate,trade_count_30d,avg_trade_size_usd,tags,source
sNq1QyqaUzkNjvz2APfWPVmT8UBZ6aA13rNM27aTN5t,solana,46290.1,46443.86,-153.77,0.2621,372,263.07,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
HgHFLLHMoiMXaTSSh8HcY2dKr1YAUsrbqHg4NZ65tGMx,solana,118343.62,46418.18,71925.44,0.1333,277,479.22,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
HwkD6sDVUMDZt3g64MAwnymaTMziVzRoU9AvUVixGhSK,solana,46161.9,46241.09,-79.19,0.2546,816,106.24,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8DgVVtnNZQRKu4Cx6xeAMTukUHMTE3f2Cqb1wMzJ9beU,solana,36779.06,46104.39,-9325.33,0.6793,1718,286.37,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Fy68Q7Bk4cNMh7w1s3F8rrAd39fJnB7y73g6ZTbBVUPE,solana,54853.73,46038.83,8814.9,0.2687,510,956.9,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
AAz8hgrU9AX87a4m7d38gSGShh2ZD7svSqrXfNWYSTbk,solana,125741.05,45770.96,79970.09,0.2,424,1681.06,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
bwomEMQzkxVk5AF4qydyckDCuMEjaj95afietSMugYp,solana,45539.33,45717.68,-178.35,0.8633,942,266,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Q4J6vefnKFmg5gAxGwnhthk5sewKDpnC8YNLD7Lv9ng,solana,47093.44,45713.39,1380.06,0.7425,1493,141.75,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8rzwkPTVZuAomDLmpMJ2ECeFTB2ADqihSiXK96sQhw2n,solana,45652.59,45652.59,0,0,114,411.75,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
AsmK47LUsrWaN2txy2Dpto6b7B5Da1vUdmR2nLJUGNio,solana,45455.65,45647.75,-192.09,0.2136,736,191.09,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
9sCTLsLFfhvHpEwyftEYsvejn3CGKj8p8KvdXEn62mT5,solana,46508.25,45645.93,862.32,0.1111,191,601.11,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
C9DCkXrUkUv5x2fWPQey2ME6UdHn7BmwcUAait87HM5M,solana,45610.61,45610.61,0,0.5556,106,596.41,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
G3gZWqrYkNmYFKYCyfRCNtGuxdyuE2wiYKkZpiZn4WSS,solana,40440.89,45322.42,-4881.53,0.3291,571,440.36,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
6VxZ8Hq1YNY7czzBiAXRGrtiCzUyEC7S2xv7CiLQyziu,solana,38948.47,45287.39,-6338.92,0.4902,1488,278.83,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8cAGrxiPU8dzPc7ZPX43bFTVtWvLHWJ5vSpZCkZe3PY1,solana,45258.48,45240.92,17.56,0.5038,735,142.74,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
2Rd2Rm17UGzhJXnbEBrHyvhsghyDvuwCpNDioeNQWGGZ,solana,82363.12,45200.61,37162.51,0.2558,664,1469,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
HmFGxmTswpmdAh1WVzjV67g3Sr7Wq2GnuPh2kqHvFChy,solana,47057.05,44985.93,2071.12,0,66,733.39,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
UFXdLp2HKM1KTzc1JvmtNin5PGhkC38f1aLstfeFzVs,solana,-9904.13,44635.94,-54540.07,0,180,4431.88,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
ALJ4P5QNyHeLEjpKGmA1eUfJHSEGQMjY8HLnDkSgjczb,solana,43822.85,44554.82,-731.97,0.5556,222,549.34,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
6AaPH4QCEDTKaWSRq4PnzVrzLCkV2Y429NyANNeuZ2i9,solana,6455.96,44485.69,-38029.73,0.2,351,3389.54,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
AQdBYZNy3BZ1vouGUjA1w9Ay7aq7kH5UQSuh4LQWKotY,solana,49325.04,44376.58,4948.46,0.3416,2991,92.55,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
5LfBbbo6xHmYwbUTSvFbSsfZiwXiCT2CQYC39Toz8uGb,solana,44264.05,44296.01,-31.96,0,442,390.27,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
69aiAKU3uJMxMLRkUEGFNt6nQ43PiVimE4ZbErJ7VSM1,solana,42607.89,44072.44,-1464.54,0.5976,1142,418.01,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
6LKKueeSgdygJLJe7RgeGmEc7dBD8LLMTAxrF8SoVvdy,solana,43303.75,43831.04,-527.29,0.1967,232,218.56,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
4rCw59EExkMoq8vaq2X2b6ADU1RTbxGDpntktrphDVZ2,solana,45781.75,43811.08,1970.67,0.1429,337,517.73,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
7Dv2LpxmhA1j7c3z4e989eXLL5tuC2cVXoURsWqdUjYW,solana,32377.04,43785.36,-11408.32,0.6804,3677,92.37,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
CwvYUDGo4x7TYonn9qLb1c9rnUu5k3s4FN5hT38rnbsq,solana,42400.9,43667.22,-1266.32,0.5416,3138,195.99,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
DkRzdQ6kNqCu3LBdZEg4Ji3T2s2c7TN93vY4C2WFHuQD,solana,44339.89,43566.85,773.04,0.2143,442,280.24,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
BeJ7D1rWf2WpUcqs5MaCzh85HFPgY6NESCPkcAzkLXDs,solana,43492.06,43492.06,0,0.5,50,31553.91,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8rRcHLBJHF783eZuGEVs375sRtcJLAjWkD8HMLcYHzX6,solana,43192.66,43343.55,-150.9,0.2637,321,267.8,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
ATgvCrErnx6HH4Yqwneh9wYMRsCHAFV4o5RVXhqBQi3Y,solana,43117.81,43117.81,0,0.375,553,227.58,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
7hqFct7maA9bgmavUUsP33WpEd5LkmiDo1qnvcjYtA3e,solana,43061.18,43044.19,16.99,0,58,995.36,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
