wallet_address,chain,pnl_30d,realized_pnl_30d,unrealized_pnl_30d,win_rate,trade_count_30d,avg_trade_size_usd,tags,source
qVrq2ZnqP1UW1vU851ARSuwfMGmQP4ywpNYTrxwin1V,solana,62311.92,62311.87,0.05,0.2,153,2120.62,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
6fN9qAzHoS8edLrzz9oTDaLBNviGDPvmWZLukS137g44,solana,72550.83,61967.79,10583.05,0.2581,436,394.28,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
B573cwt3x6SYNbkazG8KSPPCEPRo5t2Lv12YxVNMHPhe,solana,61903.98,61903.98,0,0,34,1896.28,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
4GLm1M7nhwZCo7A88jdDZoWfKvN3KAyRDMpAnHUhQjWF,solana,61006.43,61114.77,-108.34,0.2,184,1100.23,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
6BaekScZEyMFcaxjqkvMZUUZ8VQTb2VjKUMJh7rkbRvw,solana,61076.98,61048.61,28.37,0.2353,202,1108.91,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
4BHBSZA96XCaepYLvmteV6wLqKTqJPyfkME941X5PqHP,solana,60578.85,60893.1,-314.25,0.7089,2925,136.02,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
HfN9JFxwS89fERT8of2dt1it6G3P2ia5sJc5J8GkwU5k,solana,64058.09,60782.59,3275.5,0.4289,1733,270.29,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
719s5Li9g5e7baFpcPc4Fzav1MiJmiyfKqFaUEdcJowk,solana,60556.06,60556.06,0,0,154,408.96,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8NkyECma1ii8yt8uFBBTjY4VYh5F8EUg2N73eX75Ceqd,solana,60276.12,60304.98,-28.86,0,356,494.52,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8DFmyfqWLsCq5uss3W1c66q78spFBDwZagMdi93YEcAa,solana,100621.56,60196.4,40425.16,0,31,2206.91,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
5kQ6VBcZNSkcknYuSVjtG1DP2DJ8eQvnE2hfd4vvjkqH,solana,48484.08,60171.74,-11687.66,0.25,433,4086.71,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
9fpX1aM6NeEjv6MvEaeB95WEnSnFnTUsSAQhT95Um1qj,solana,45629.48,59973.1,-14343.62,0,1476,155.44,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
FPHmBJw7CQVtdBRJF7V9nNGtMauVm51WoWqoqAAhjxH,solana,76124.74,59784.59,16340.14,0,253,1938.2,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
7ofq8JdArij948NEj1NSe7vTGbu8R1qdofGNGJKVQT9W,solana,59643.09,59643.09,0,0.3333,81,10680.95,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
CWdu2H72kCNHLvTbCdagMfTizJiJ3iRwHLRadA2yDUBc,solana,59320.99,59320.99,0,0.7536,331,649.6,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
HR4d3W4zb8bvDCKtcDdWVJxnLZLt1SSdNLcXjXW7UGbP,solana,54976.73,59142.42,-4165.7,0.3333,150,1370.51,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
4iAgBfHYmTnZ3qRPwrUUypMc5bmyFt3F4XpJiBKJRgfa,solana,58938.76,58938.76,0,0,147,417.47,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
AufH68UFBGSVVRL9D7u5W6NySCrukL4fWfSRTxDcJC6u,solana,132046.82,58708.05,73338.77,0.9778,1480,229.13,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
EBDnuHKpdTUk7GcezXUXFpq3EFZPKWVQ2FuJLe6kjhRZ,solana,106783.53,58561.3,48222.23,0.2143,291,828.6,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
2oYNaFL8ZAy8kKKEBZ6uHY2aCMdujk7LG7ggX2Fm3zBa,solana,39097.64,58457.68,-19360.04,0.3623,2214,380.71,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
AoZ74CzdUHekKGsmLkaLnJjjkjgZsS57HXXyvUT8rMrE,solana,57334.27,58353.32,-1019.05,0.368,4311,112.08,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
7LMi337gMgHTpWfBgenCBmhAPd7yaaqEXAxF8t8VaRvH,solana,58161.26,58161.26,0,0.1538,89,662.33,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
ArqJyL33EXQbyp9AeFzAe35M6EKmYCTmLQEbpj1ysxVz,solana,57905.89,58125.37,-219.48,0.2353,380,7151.98,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Gb1tPJZNMCGrbpEMvKTbENswQht36RjMVvfYakM5NBLb,solana,58100.43,58100.43,0,0.9763,2343,144.66,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
26MvfZCuFynXNfst3WyYCfC9mwYSAJwPqDMFxDaiZZ7W,solana,57797.61,57854.53,-56.92,0.2721,481,240.75,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
GvcH5eKNd5ZbUaaCT8tL5jDPyGXWyC2GWrsLsNJrfxLg,solana,55959.92,57691.84,-1731.92,0.4545,324,1176.01,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
2p2mgFLmzN82sShZeAaBGmj9zFpam4xu8g4g3wqx2ks6,solana,57304.76,57512.41,-207.66,0.4569,2943,195.25,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
19Hp8CyZVD3Ko9BVxm3HFyrSwrYYtisW48pPnEg6gES,solana,-23683.39,57440.25,-81123.64,0,447,4238.32,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
J8wV1RpoB2H7ShnHQNNuvHxfMrh4cjRZnakDTZjsp4FA,solana,50930.99,57331.89,-6400.9,0.3631,695,215.7,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Ay4Kcp6UKi87WZMvkTvYK9WmgGYm5Rc11N8mLqCrD5Tx,solana,-205637.17,57051.65,-262688.82,0,203,1732.96,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
7FPPD3ddrjPfhRJ7Ktf97c6DDyFVAcbc4Ws9AjH6yXK6,solana,62026.08,56919.78,5106.3,0.2891,2424,329.49,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
FYJstSeNkbmmp6R4tVpQkSxxPZjBaL3r3gwe6qoALBhM,solana,56862.5,56862.5,0,0,161,369.61,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
9pzxJMzDHgUuJmgs5Qnwuju5nRTd3MjSBjyuZry7dkdi,solana,54465.23,56829.52,-2364.29,0.5978,686,350,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
AMEd7bE5CYSEpVpQZK8r5rKMJZrhAdg6bnaJ7qum2ssV,solana,49119.31,56813.8,-7694.5,0.6575,3310,129.18,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8uzqxKjA2BxhMKrqEm1Eu9BkGH8niDXdxCkJJwHpJNvp,solana,56409.95,56409.95,0,0.5,111,665.4,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Gw6PtohyW6rN5FawUSvmfsr74qAweCuQgpxmhDcPKNX,solana,56339.9,56339.9,0,0.8085,816,156.4,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
CMo89ymd9nFdVovcn22CSmrsj9mCSNSNMjs8jWysJKZt,solana,42918.83,56320.64,-13401.81,0.3664,1693,592.16,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
4xP2DwRx5yEibFKZ9sRuf14SXanLPXMuAy4y35xCJPS,solana,50857.97,56304.56,-5446.6,0.2767,1903,528.21,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
3GTxsoGgd6CVZFTXmtcC84djzUA1f4w9hXjY5ez6Mfcg,solana,-50866.87,56301.97,-107168.84,0,561,4793.93,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
FRa5xvWrvgYBHEukozdhJPCJRuJZcTn2WKj2u6L75Rmj,solana,66195.03,56075.18,10119.85,0.3077,174,1237.84,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
A4HmLvVQHWH98RuPB9FpapiEssEPdjatmnk9EdMQKkMX,solana,-225973.76,56003,-281976.77,0,33,10289.71,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
GunE1qjtnATwbLJ7bBBddB39ZdpiMtDULrEXavyHDYfL,solana,53363.45,55871.51,-2508.06,0.5604,686,359.44,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
FD9vsDyzM6dHR1FANMdSuZCGSdvy7Fka7f9Cby1urUs2,solana,97452.8,55790.89,41661.91,0.1525,2091,632.97,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
7P3pKwt7diKrixNGot3TSfz2SdCm9kPPsMWwpkK1vDgc,solana,-3673.17,55634.55,-59307.72,0,185,4385.49,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
7iEw3WATG4yT1doH9MgCSWvh9oXSeF4xXJYDUTx1hRE8,solana,55013.68,55566.5,-552.82,0.5,44,1798.93,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
BrXVEskQZFNQrSUTXSRBTCeY3XQAJkLdqTcaZ4gReY7K,solana,53037.63,55548.5,-2510.87,0,122,692.97,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
3B27Aa5eqYXtbyq8JR5jGnR1G7yNeMSagTCDz9999999,solana,55389.35,55390.22,-0.86,0.5581,193,1069.29,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
6sNepV429Yy7PbkqxfFdP6bNgrZJNMVkZC4wQoA4nqnn,solana,55300.85,55300.85,0,0,106,552.93,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
6j7wwnD4fUq8Daf6XDdpwyisHnELyPRS99aDR7auPez1,solana,55145.16,55179.61,-34.44,0,149,384.85,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
GFHMc9BegxJXLdHJrABxNVoPRdnmVxXiNeoUCEpgXVHw,solana,55135.77,55135.77,0,0.0517,314,101288.27,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
9u8ZqqajftozRXTr81dNK5C6AQ4WW8rLek9SzigvX5QW,solana,55232.79,55078.72,154.06,0.5,114,646.42,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
48wDN3UKCkJ2JRZG8Xx1kxWsvRXT2JQzEyULhRicJL1n,solana,55069.26,55069.26,0,0.5,160,23178.08,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
BmuB53pxTfSG49iYENgHYudt76MJC4GEgz6sGT17qdGi,solana,54223.7,54891.56,-667.86,0.3333,242,1882.43,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
922KqpyfTRVVU1DZK9FHYEcPkqKP3nZLMHr8VQ4qJhPM,solana,347744.85,54744.2,293000.65,0.3529,771,701.13,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
5J7tLwng6D85nUgAvEevoLDfZh7xdgH4sK3jNxGk3GM9,solana,48151.83,54668.29,-6516.46,0.2,134,2137.05,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
4dKn5zpid9CyTnrJpcFM9uZ8usCdDe3Xm58bnXp2Pps6,solana,57874.04,54027.16,3846.88,0.2,436,4865.41,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
6TbDFs2dkHETrRWVbheiC11bwg7EWLDgszsCADF1ML1b,solana,53228.46,54005.95,-777.48,0.4586,3625,294.29,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
55q2cwzepgxR6k6iKyGV4iLYDpRaUGEscAjrEgXa3g3w,solana,53935.61,53959.1,-23.49,0,231,392.94,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
AuNLPFYRebPimRGq34LjtJAbwKj1sCXGhkA5EjnoptQ1,solana,84199.03,53903.26,30295.77,0,30,5450.1,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
EvdJRftBq9gDKsKodLxHeNiLC7RpTaod86mY3KJMMJdF,solana,53432.36,53857.82,-425.46,0.9662,1621,199.84,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
XXXX5JNGhjPpQEsqcFChLtzv4V1HWyqUaW8tEwyjBfW,solana,53724.51,53806.33,-81.82,0.9867,807,243.97,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
GuEFvJidK7zk2mCKbM1XTcX8NCqrMQR7YthHnsUPsBih,solana,53237.05,53363.76,-126.71,0.6745,953,141.62,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Cgzh4dFxrsd4GTy5vV7Zesvid2VZMjkzUZZkGa85mBSP,solana,53290.77,53290.77,0,0,148,430.72,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Hr279dFU4DhQzJ6s8T19WupkcqZmDeeRZedj2qUBCYTP,solana,22580.11,53272.71,-30692.6,0,1196,298.01,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
4WR1mPhFeK8dXQgNyedP4fiwA462LWV6FkAaWg7pYJPH,solana,53098.78,53100.54,-1.75,0,148,366.82,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
C4YzYTgtctEqWacLU9xQvsYet1XmC5dxhhe4a8hjNRBs,solana,66178.73,53000.28,13178.46,0.2267,347,381.06,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
EAgT96sjLEnUqwKQt38K27rsY2ZhdqW4urXfLWuEYzk1,solana,48400.86,52861.27,-4460.41,0.5714,118,934.49,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
GUbLCzNrUEocCmpnjyoeaPjgGG5cHiTgLGs7Y2Vi78K7,solana,52827.86,52827.86,0,0,134,412.29,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8BDT8Jebp6Roda8QsALo7FQiZA5xq26HwS568qsrLFPQ,solana,54753.94,52683.61,2070.33,0.3,244,1220.39,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
FK3fun8cdvMzQrSQ2UMJx8intj9WfpfXaLn5kYhZNikn,solana,52417.03,52596.75,-179.72,0.265,416,246.62,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
9WSuvtycKW1Z948TymNrJtHriprySXPZqFABk8x76Um3,solana,54074.93,52367.7,1707.23,0.2727,698,243.06,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
BTPbcMK7WYgTVYCJXPVQnWoGKH7ALFmLC3rZhKaA7Cqb,solana,498106.23,52336.64,445769.59,0.2727,166,2145.8,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
CVkYLc3S18vvrDyi9s3958WgsKx8yhWMcHz1JX6X6ch5,solana,50411.83,52048.16,-1636.33,0,156,714.01,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
FCUPh2jMpii3kPmLmSEiLDuaBG78uiU6AndovkgBYhm9,solana,-8236.53,51989.23,-60225.75,0.6188,2453,413.33,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
9PDE6gTZVYtWXGVBqouJHFT99MbsqZQQup2JM7Ex4da,solana,-79172.94,51818.26,-130991.19,0,375,599.24,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
BtvhfJHEKyoBL6WGYfzTDsP3zAHaBvD3U3qLGWuC8Vav,solana,-1721.82,51787.74,-53509.56,0.625,668,4176.5,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
7Z9WSRgryzfhPgLetxnJVfjLr2Q5ARgYDME9XM2x9Qng,solana,51782.61,51782.61,0,0.5714,35,2062.55,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
DRY2uEb6niBnbyN9kUv3HMiDAZKZ4jhjbJDLJv5jna47,solana,51441.28,51553.09,-111.82,0.9245,1535,190.81,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
3zxXEq7k7dV1trkaHBbMPdVU7RTSSyCh17ckow8w8esA,solana,50344,51495.51,-1151.51,0.7431,2955,158.82,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
7J2LvG3oYXJ69bSguknPHsgq422JEVYgLrtzjkUxBANe,solana,45991.44,51441.19,-5449.75,0.3158,407,517.71,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
5FJ2ScxqC2aaMoL88618dMRbP7H4yWcLB4KxM8y28Z6M,solana,51427.87,51427.52,0.35,0.4,71,733.64,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8qwDv27tCCDoW9Xpy4XZZBRFnwSLF34UdShZ39cyr6TR,solana,-96697.01,51407.41,-148104.42,0,552,4111.19,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
48A7annBjwJhwnXmXsesapX1STPusHEjaRhhpjtsXPJk,solana,39147.76,51286.49,-12138.73,0,771,190.83,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
iGiyBNJ9eKcPfBLaoVCEMx3WCyrnUT1SfKZL2DYifcL,solana,40513.64,51159.42,-10645.78,0.8378,1056,146.57,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
CdM8ct7jPvtb8Z7kuvhkava4dYTTRjWAK1dDYbhpzrsN,solana,-17809.82,51005.28,-68815.1,0,149,4309.1,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
9KRowET7yHkzsB4EuCy9UwQUyjUViCPndmfEMbsGcnrk,solana,49747.2,50973.39,-1226.19,0.8398,913,305.88,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
GQywgTceGXUpX4QeBbuf5FvDpirRjMo7WM1zwLWTJRFb,solana,160278.59,50781.81,109496.78,0.0667,69,865.15,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
C56ezEp4vXw6Cvpg6Bz61G8o9aK1z88C4BossoV8Nrbh,solana,50677.27,50677.27,0,0.1429,55,1085.66,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
75GMVrr2xfgAeybuNg1VMHqFE3GTFJLzEHo6xC4MwUzF,solana,46395.31,50550.55,-4155.24,0.9398,1968,155.91,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
AZAYfZ5Atc6nvvBKJ8KMnw3A1x2yebBsyC4wx84YMzs,solana,38163.24,50549.45,-12386.21,0.7143,198,7949.01,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
FoGhaRbwStf3D5tpGwXS2nhx2TdRTKBboDBovnmNJC1p,solana,24932.35,50547.06,-25614.71,0.0714,854,1721.18,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
A2HSat7V5MU8Daf3ExpSWGyYwDo699ujAFZ7bHA6ySKP,solana,28654.8,50527.31,-21872.51,0.1806,442,778.71,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
EPKU6sxtDRuhcLuR5dZgULvXoizXgUBsBFF3bpxMc5nb,solana,50098.69,50435.7,-337.01,0.2448,842,192.7,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
ChHLuMTdwcv2oUKfoWzxotDs9q6881xnR8uGwUAqBQVE,solana,47584.26,50124.13,-2539.87,0.5,2023,172.52,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
9UUyxTXZByLMjbCk5jLBejvPS5bcUA37yXdxwhabdxjT,solana,93368.46,50057.1,43311.36,0.1579,361,2489.04,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Bmi9zf27MNN5pjCtyv2Y15TDQoYgcbcmPTxvEoQ6UwWs,solana,55765.64,49898.89,5866.75,0.0741,591,298.72,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
BphLTDUQPLUrbrePpjgBbb6SxvbFSdqQ9KoMhH1jSa4d,solana,51658.86,49801.93,1856.94,0.5582,1284,84.94,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Bkty8JLTFxFoWMZkZa9PteMUoMAnyz1vLxHBwhTikpiM,solana,49381.28,49381.28,0,0,121,570.29,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
3aYyLiEb9EeYyL53ZDsdXfxQnDfHpTJVeaGuECawJsos,solana,49237.76,49237.76,0,0.3333,246,273.9,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
3HGz1fFm5ak6qpjhz4iE8TDLa4KMfypQBqnqykSzfKWt,solana,31250.88,49218.83,-17967.95,0,891,150.08,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
9g7TscgkUbqu7fJNNq43BVUP6zp21AzET77YKLbS6as9,solana,34525.86,49124.9,-14599.04,0.1524,1256,1043.52,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
A7hhzP7WiNVJ4egGeLvBgdsio3rps7Te7Lqpfnij4J7g,solana,49003.54,49071.43,-67.89,0,162,335.81,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
GHNhfHz9GcZVDehSradrUitpLvpCcdGQ7rnnVuN2CrkZ,solana,48966.1,48966.1,0,0.25,154,2618.88,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
AyXpGVGGGRxiM8MeCwDgMmh6C82fF4qusBvJPxDBE4CV,solana,85098.24,48794.93,36303.3,0.34,387,932.46,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
FciWQ5qfCFcdtqRUh9kvzbWr1WfuXAJgzh6FrmRxxVLz,solana,47992,48618.37,-626.38,0.8161,1682,264.66,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
FzTwBnkXyyL59mhYUaCD3EjBb79CBSmwMo8Xwt4sRwSr,solana,40147.08,48375.54,-8228.46,0.127,1065,658.87,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Fs2pcm9untUu647TA21EmqHRin8MGdcfxTefaTime3Ct,solana,48263.8,48263.8,0,0.3333,89,882.28,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8wTSecyFE3SniSFSzJvoKmW3JdXkJLuZbxuiM7XLu5W6,solana,42037.41,48218.18,-6180.77,0.3392,2953,348.64,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Ez2t5ZPDsDUUZWKtwkh7CJwwcqHZnhzMdqHWRESK4xh,solana,31329.59,47964.78,-16635.19,0,512,1032.83,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
8YVxVRwwNrJhxKBL6r48qsCfWadz74pS536qUREAua6h,solana,48580.58,47963.3,617.28,0.3158,55,1413.47,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
GJ59JN2eoRNBJv9fcSNSJUAnuKfQnVo3GRBueGiopNUu,solana,-42702.22,47745.1,-90447.31,0.3333,401,3565.18,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
5xz6y2VKyAzCwJ3dBdCVQSPoWq3pDff27757U4GqLsBK,solana,47644.43,47644.43,0,0,124,403.59,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
Hw5UKBU5k3YudnGwaykj5E8cYUidNMPuEewRRar5Xoc7,solana,27069.52,47600.35,-20530.83,0.5677,2116,223.34,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
EndJzwh6H2GwrKsc5JQ1tJoKbQDA1TywFvwdMPwJELSQ,solana,47251.03,47390.97,-139.94,0.9701,1155,208.74,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
ASMsN2FHWVhLZo2Z3Cr9q3rrnfiCErALF9vXaZeZ4mUw,solana,47208.93,47208.93,0,0.9765,804,206.69,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
DqeVuNmymZEqzNQmFUvMGAL6xaB49TN7yCmx3h3FpYaK,solana,47028.5,47130.38,-101.88,0.8655,2649,159.75,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
2ErfaAgC5J8ze4NoJJ4Cym951VNkmMUncEpjGqNP4EeC,solana,46896.76,46896.77,-0.01,0.5625,85,1040.69,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
E53zwpUMxiSHTy2L4SuwBLbcQW9LSD8gtByGCBRn47JV,solana,38157.74,46836.8,-8679.06,0,1789,137.7,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
CjZgBhLyJnzTWRzZs532Zf3ggnNoAGp4PHZBXYbjzy9W,solana,-42656.78,46533.05,-89189.84,0.6667,569,966.77,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
HHjW2mQF6gVsEfSRqowfz5kFXKfxU7E3cpaVj8C1HBJK,solana,42376.09,46522.18,-4146.09,0,50,1875.23,provider_claimed|operator_pending_review|birdeye|birdeye_enriched_winrate,birdeye_gainers_losers
